GAL,uniprot,gene,Megakaryocyte,Dendritic cell,NK cell,Monocyte,NK T cell,T cell CD4,T cell CD8,B cell
YTHDF2,Q9Y5A9,YTHDF2,0,99999,0,0,0,0,0,0
 ,,RP1.212P9.3,0,0,0,0,0,0,0,0
EPB41,P11171,EPB41,0,0,0,0,0,0,0,0
 ,Q69YZ2,TMEM200B,0,0,0,0,0,0,0,0
SRSF4,Q08170,SRSF4,0,99999,0,0,0,0,0,0
MECR,Q9BV79,MECR,0,0,0,0,0,0,0,0
PTPRU,Q92729,PTPRU,0,0,0,0,0,0,0,0
 ,,RP5.893G23.1,0,0,0,0,0,0,0,0
MATN1,P21941,MATN1,0,0,0,0,0,0,0,0
 ,,MATN1.AS1,0,0,0,0,0,0,0,0
LAPTM5,Q13571,LAPTM5,99999,99999,99999,99999,99999,99999,99999,99999
 ,O75056,SDC3,0,0,0,0,0,0,0,0
PUM1,Q14671,PUM1,0,0,0,0,0,0,0,0
SNRNP40,Q96DI7,SNRNP40,0,0,0,0,0,0,0,0
ZCCHC17,Q9NP64,ZCCHC17,0,0,0,0,0,0,0,0
FABP3,P05413,FABP3,0,0,0,0,0,0,0,0
SERINC2,Q96SA4,SERINC2,0,0,0,0,0,0,0,0
 ,,LINC01226,0,0,0,0,0,0,0,0
PEF1,Q9UBV8,PEF1,0,0,0,0,0,0,0,0
 ,,RP11.73M7.6,0,0,0,0,0,0,0,0
 ,,RP11.73M7.9,0,0,0,0,0,0,0,0
COL16A1,Q07092,COL16A1,0,0,0,0,0,0,0,0
 ,O60241,ADGRB2,0,0,0,0,0,0,0,0
 ,Q6ZMY3,SPOCD1,0,0,0,0,0,0,0,0
 ,,RP11.84A19.2,0,0,0,0,0,0,0,0
 ,,RP11.84A19.4,0,0,0,0,0,0,0,0
PTP4A2,Q12974,PTP4A2,99999,99999,0,99999,0,0,0,0
 ,,RP4.534N18.2,0,0,0,0,0,0,0,0
KHDRBS1,Q07666,KHDRBS1,0,99999,0,0,0,0,99999,99999
 ,,RP11.277A4.4,0,0,0,0,0,0,0,0
TMEM39B,Q9GZU3,TMEM39B,0,0,0,0,0,0,0,0
KPNA6,O60684,KPNA6,0,0,0,0,0,0,0,0
TXLNA,P40222,TXLNA,0,0,0,0,0,0,0,0
CCDC28B,Q9BUN5,CCDC28B,0,0,0,0,0,0,0,0
 ,,RP4.622L5.7,0,0,0,0,0,0,0,0
 ,Q4KMZ1,IQCC,0,0,0,0,0,0,0,0
 ,A2VCK2,DCDC2B,0,0,0,0,0,0,0,0
TMEM234,Q8WY98,TMEM234,0,0,0,0,0,0,0,0
EIF3I,Q13347,EIF3I,0,99999,0,0,0,0,0,0
 ,Q9BTA0,FAM167B,0,0,0,0,0,0,0,0
LCK,P06239,LCK,0,0,99999,0,99999,99999,99999,0
HDAC1,Q13547,HDAC1,0,99999,0,0,0,0,0,0
MARCKSL1,P49006,MARCKSL1,0,0,0,0,0,0,0,99999
TSSK3,Q96PN8,TSSK3,0,0,0,0,0,0,0,0
 ,H3BQW9,FAM229A,0,0,0,0,0,0,0,0
BSDC1,Q9NW68,BSDC1,0,0,0,0,0,0,0,0
 ,Q8NAP8,ZBTB8B,0,0,0,0,0,0,0,0
ZBTB8A,Q96BR9,ZBTB8A,0,0,0,0,0,0,0,0
ZBTB8OS,Q8IWT0,ZBTB8OS,0,0,0,0,0,0,0,0
RBBP4,Q09028,RBBP4,0,99999,0,0,0,0,0,0
 ,Q9H7C4,SYNC,0,0,0,0,0,0,0,0
KIAA1522,Q9P206,KIAA1522,0,0,0,0,0,0,0,0
YARS,,YARS,0,0,0,0,0,0,0,0
 ,Q96BU1,S100PBP,0,0,0,0,0,0,0,0
 ,P84074,HPCA,0,0,0,0,0,0,0,0
TMEM54,Q969K7,TMEM54,0,0,0,0,0,0,0,0
 ,Q6ZMZ0,RNF19B,0,0,0,0,0,0,0,0
AK2,P54819,AK2,0,99999,0,0,0,0,0,0
AZIN2,Q96A70,AZIN2,0,0,0,0,0,0,0,0
TRIM62,Q9BVG3,TRIM62,0,0,0,0,0,0,0,0
ZNF362,Q5T0B9,ZNF362,0,0,0,0,0,0,0,0
 ,U3KPV4,A3GALT2,0,0,0,0,0,0,0,0
PHC2,Q8IXK0,PHC2,0,0,0,0,0,0,0,0
ZSCAN20,P17040,ZSCAN20,0,0,0,0,0,0,0,0
SMIM12,Q96EX1,SMIM12,0,0,0,0,0,0,0,0
 ,O95886,DLGAP3,0,0,0,0,0,0,0,0
 ,,RP11.244H3.4,0,0,0,0,0,0,0,0
ZMYM6NB,,ZMYM6NB,0,0,0,0,0,0,0,0
ZMYM6,O95789,ZMYM6,0,0,0,0,0,0,0,0
 ,Q5SVZ6,ZMYM1,0,0,0,0,0,0,0,0
SFPQ,P23246,SFPQ,0,99999,0,99999,99999,99999,99999,99999
 ,Q5VZL5,ZMYM4,0,0,0,0,0,0,0,0
 ,,ZMYM4.AS1,0,0,0,0,0,0,0,0
KIAA0319L,Q8IZA0,KIAA0319L,0,0,0,0,0,0,0,0
NCDN,Q9UBB6,NCDN,0,0,0,0,0,0,0,0
 ,,RP4.728D4.2,0,0,0,0,0,0,0,0
TFAP2E,Q6VUC0,TFAP2E,0,0,0,0,0,0,0,0
PSMB2,P49721,PSMB2,0,99999,0,0,0,0,0,0
 ,Q8TAB5,C1orf216,0,0,0,0,0,0,0,0
 ,Q9HAW4,CLSPN,0,0,0,0,0,0,0,0
AGO4,Q9HCK5,AGO4,0,0,0,0,0,0,0,0
AGO1,Q9UL18,AGO1,0,0,0,0,0,0,0,0
 ,,RP4.789D17.5,0,0,0,0,0,0,0,0
AGO3,Q9H9G7,AGO3,0,0,0,0,0,0,0,0
TEKT2,Q9UIF3,TEKT2,0,0,0,0,0,0,0,0
ADPRHL2,,ADPRHL2,0,0,0,0,0,0,0,0
COL8A2,P25067,COL8A2,0,0,0,0,0,0,0,0
TRAPPC3,O43617,TRAPPC3,0,99999,0,0,0,0,0,0
 ,Q3KQU3,MAP7D1,0,99999,0,0,0,0,0,0
 ,Q9Y2W1,THRAP3,0,99999,0,0,0,0,0,0
 ,A4FU49,SH3D21,0,0,0,0,0,0,0,0
EVA1B,Q9NVM1,EVA1B,0,0,0,0,0,0,0,0
 ,,RP11.268J15.5,0,0,0,0,0,0,0,0
STK40,Q8N2I9,STK40,0,0,0,0,0,0,0,0
LSM10,Q969L4,LSM10,0,0,0,0,0,0,0,0
OSCP1,Q8WVF1,OSCP1,0,0,0,0,0,0,0,0
 ,P82914,MRPS15,0,99999,0,0,0,0,0,0
CSF3R,Q99062,CSF3R,0,99999,0,99999,0,0,0,0
GRIK3,Q13003,GRIK3,0,0,0,0,0,0,0,0
 ,,LINC01137,0,0,0,0,0,0,0,0
 ,Q5D1E8,ZC3H12A,0,0,0,0,0,0,0,0
 ,Q9HAF1,MEAF6,0,0,0,0,0,0,0,0
 ,Q8TAD8,SNIP1,0,0,0,0,0,0,0,0
DNALI1,O14645,DNALI1,0,0,0,0,0,0,0,0
GNL2,Q13823,GNL2,0,0,0,0,0,0,0,0
C1orf109,Q9NX04,C1orf109,0,0,0,0,0,0,0,0
CDCA8,Q53HL2,CDCA8,0,0,0,0,0,0,0,0
EPHA10,Q5JZY3,EPHA10,0,0,0,0,0,0,0,0
MANEAL,Q5VSG8,MANEAL,0,0,0,0,0,0,0,0
YRDC,Q86U90,YRDC,0,0,0,0,0,0,0,0
 ,Q6ZSJ8,C1orf122,0,0,0,0,0,0,0,0
MTF1,Q01538,MTF1,0,0,0,0,0,0,0,0
INPP5B,P32019,INPP5B,0,0,0,0,0,0,0,0
 ,,RP11.109P14.10,0,0,0,0,0,0,0,0
SF3A3,Q12874,SF3A3,0,0,0,0,0,0,0,0
FHL3,Q13643,FHL3,0,0,0,0,0,0,0,0
UTP11L,,UTP11L,0,0,0,0,0,0,0,0
 ,Q03052,POU3F1,0,0,0,0,0,0,0,0
 ,,RP11.329N22.1,0,0,0,0,0,0,0,0
RRAGC,Q9HB90,RRAGC,0,0,0,0,0,0,0,0
 ,,RP5.864K19.4,0,0,0,0,0,0,0,0
MYCBP,Q99417,MYCBP,0,0,0,0,0,0,0,0
 ,Q9H9L7,AKIRIN1,0,0,0,0,0,0,0,0
NDUFS5,O43920,NDUFS5,99999,99999,0,99999,0,99999,99999,0
 ,Q9UPN3,MACF1,0,0,99999,0,0,0,0,0
 ,Q7Z5Y6,BMP8A,0,0,0,0,0,0,0,0
 ,,RP11.69E11.4,0,0,0,0,0,0,0,0
PABPC4,Q13310,PABPC4,0,99999,0,0,0,0,0,0
 ,,RP11.69E11.8,0,0,0,0,0,0,0,0
HEYL,Q9NQ87,HEYL,0,0,0,0,0,0,0,0
 ,Q9BXI3,NT5C1A,0,0,0,0,0,0,0,0
HPCAL4,Q9UM19,HPCAL4,0,0,0,0,0,0,0,0
PPIE,Q9UNP9,PPIE,0,0,0,0,0,0,0,0
 ,P34820,BMP8B,0,0,0,0,0,0,0,0
OXCT2,Q9BYC2,OXCT2,0,0,0,0,0,0,0,0
 ,,RP1.118J21.25,0,0,0,0,0,0,0,0
TRIT1,Q9H3H1,TRIT1,0,0,0,0,0,0,0,0
MYCL,P12524,MYCL,0,0,0,0,0,0,0,0
 ,,RP1.118J21.5,0,0,0,0,0,0,0,0
MFSD2A,Q8NA29,MFSD2A,0,0,0,0,0,0,0,0
CAP1,Q01518,CAP1,99999,99999,99999,99999,99999,0,99999,99999
PPT1,P50897,PPT1,0,99999,0,99999,0,0,0,0
 ,P51460,RLF,0,0,0,0,0,0,0,0
TMCO2,Q7Z6W1,TMCO2,0,0,0,0,0,0,0,0
 ,,RP1.39G22.7,0,0,0,0,0,0,0,0
ZMPSTE24,O75844,ZMPSTE24,0,0,0,0,0,0,0,0
 ,Q14055,COL9A2,0,0,0,0,0,0,0,0
SMAP2,Q8WU79,SMAP2,0,99999,0,0,0,0,0,0
ZFP69B,Q9UJL9,ZFP69B,0,0,0,0,0,0,0,0
 ,Q49AA0,ZFP69,0,0,0,0,0,0,0,0
 ,,RP11.656D10.3,0,0,0,0,0,0,0,0
EXO5,Q9H790,EXO5,0,0,0,0,0,0,0,0
ZNF684,Q5T5D7,ZNF684,0,0,0,0,0,0,0,0
RIMS3,Q9UJD0,RIMS3,0,0,0,0,0,0,0,0
 ,,NFYC.AS1,0,0,0,0,0,0,0,0
NFYC,Q13952,NFYC,0,0,0,0,0,0,0,0
 ,P56696,KCNQ4,0,0,0,0,0,0,0,0
 ,Q96RK1,CITED4,0,0,0,0,0,0,0,0
 ,,RP5.1066H13.4,0,0,0,0,0,0,0,0
 ,P17812,CTPS1,0,0,0,0,0,0,0,0
 ,,SLFNL1.AS1,0,0,0,0,0,0,0,0
SLFNL1,Q499Z3,SLFNL1,0,0,0,0,0,0,0,0
SCMH1,Q96GD3,SCMH1,0,0,0,0,0,0,0,0
 ,A8MYZ6,FOXO6,0,0,0,0,0,0,0,0
 ,Q5T1R4,HIVEP3,0,0,0,0,0,0,0,0
FOXJ3,Q9UPW0,FOXJ3,0,0,0,0,0,0,0,0
RIMKLA,Q8IXN7,RIMKLA,0,0,0,0,0,0,0,0
ZMYND12,Q9H0C1,ZMYND12,0,0,0,0,0,0,0,0
 ,Q9HAB8,PPCS,0,99999,0,0,0,0,0,0
 ,Q5VVM6,CCDC30,0,0,0,0,0,0,0,0
 ,O43447,PPIH,0,0,0,0,0,0,0,0
 ,,RP5.994D16.3,0,0,0,0,0,0,0,0
YBX1,P67809,YBX1,99999,99999,99999,99999,99999,99999,99999,99999
 ,Q32P28,P3H1,0,0,0,0,0,0,0,0
 ,Q9BV19,C1orf50,0,0,0,0,0,0,0,0
 ,,RP5.994D16.9,0,0,0,0,0,0,0,0
SVBP,Q8N300,SVBP,0,0,0,0,0,0,0,0
ERMAP,Q96PL5,ERMAP,0,0,0,0,0,0,0,0
 ,,RP11.342M1.3,0,0,0,0,0,0,0,0
ZNF691,Q5VV52,ZNF691,0,0,0,0,0,0,0,0
 ,P11166,SLC2A1,0,0,0,0,0,0,0,0
 ,,SLC2A1.AS1,0,0,0,0,0,0,0,0
 ,Q99848,EBNA1BP2,0,0,0,0,0,0,0,0
CFAP57,Q96MR6,CFAP57,0,0,0,0,0,0,0,0
TMEM125,Q96AQ2,TMEM125,0,0,0,0,0,0,0,0
C1orf210,Q8IVY1,C1orf210,0,0,0,0,0,0,0,0
TIE1,P35590,TIE1,0,0,0,0,0,0,0,0
MPL,P40238,MPL,0,0,0,0,0,0,0,0
 ,,RP1.92O14.3,0,0,0,0,0,0,0,0
CDC20,Q12834,CDC20,0,0,0,0,0,0,0,0
ELOVL1,Q9BW60,ELOVL1,0,99999,0,0,0,0,0,0
MED8,Q96G25,MED8,0,0,0,0,0,0,0,0
SZT2,Q5T011,SZT2,0,0,0,0,0,0,0,0
 ,,SZT2.AS1,0,0,0,0,0,0,0,0
HYI,Q5T013,HYI,0,0,0,0,0,0,0,0
 ,,HYI.AS1,0,0,0,0,0,0,0,0
KDM4A,O75164,KDM4A,0,0,0,0,0,0,0,0
 ,,KDM4A.AS1,0,0,0,0,0,0,0,0
ST3GAL3,Q11203,ST3GAL3,0,0,0,0,0,0,0,0
 ,,RP11.7O11.3,0,0,0,0,0,0,0,0
IPO13,O94829,IPO13,0,0,0,0,0,0,0,0
DPH2,Q9BQC3,DPH2,0,0,0,0,0,0,0,0
ATP6V0B,Q99437,ATP6V0B,99999,99999,0,99999,0,0,0,0
 ,O60909,B4GALT2,0,0,0,0,0,0,0,0
 ,Q8N4L8,CCDC24,0,0,0,0,0,0,0,0
SLC6A9,P48067,SLC6A9,0,0,0,0,0,0,0,0
 ,,RP5.1198O20.4,0,0,0,0,0,0,0,0
DMAP1,Q9NPF5,DMAP1,0,0,0,0,0,0,0,0
ERI3,O43414,ERI3,0,0,0,0,0,0,0,0
RNF220,Q5VTB9,RNF220,0,0,0,0,0,0,0,0
TMEM53,Q6P2H8,TMEM53,0,0,0,0,0,0,0,0
C1orf228,,C1orf228,0,0,0,0,0,0,0,0
KIF2C,Q99661,KIF2C,0,0,0,0,0,0,0,0
 ,,RP11.269F19.2,0,0,0,0,0,0,0,0
RPS8,P62241,RPS8,99999,99999,99999,99999,99999,99999,99999,99999
 ,Q8NFU0,BEST4,0,0,0,0,0,0,0,0
PLK3,Q9H4B4,PLK3,0,0,0,0,0,0,0,0
 ,,TCTEX1D4,0,0,0,0,0,0,0,0
 ,C9JJ37,BTBD19,0,0,0,0,0,0,0,0
PTCH2,Q9Y6C5,PTCH2,0,99999,0,0,0,0,0,0
EIF2B3,Q9NR50,EIF2B3,0,0,0,0,0,0,0,0
 ,Q5T447,HECTD3,0,0,0,0,0,0,0,0
UROD,P06132,UROD,0,0,0,0,0,0,0,0
 ,Q9P217,ZSWIM5,0,0,0,0,0,0,0,0
 ,,LINC01144,0,0,0,0,0,0,0,0
 ,Q96IR7,HPDL,0,0,0,0,0,0,0,0
MUTYH,Q9UIF7,MUTYH,0,0,0,0,0,0,0,0
TOE1,Q96GM8,TOE1,0,0,0,0,0,0,0,0
TESK2,Q96S53,TESK2,0,0,0,0,0,0,0,0
 ,,CCDC163P,0,0,0,0,0,0,0,0
MMACHC,Q9Y4U1,MMACHC,0,0,0,0,0,0,0,0
PRDX1,Q06830,PRDX1,0,99999,0,99999,0,0,0,0
AKR1A1,P14550,AKR1A1,0,99999,0,0,0,0,0,0
NASP,P49321,NASP,0,0,0,0,0,0,0,0
 ,Q96LX7,CCDC17,0,0,0,0,0,0,0,0
GPBP1L1,Q9HC44,GPBP1L1,0,0,0,0,0,0,0,0
 ,Q5SWH9,TMEM69,0,0,0,0,0,0,0,0
 ,Q9Y573,IPP,0,0,0,0,0,0,0,0
MAST2,Q6P0Q8,MAST2,0,0,0,0,0,0,0,0
PIK3R3,Q92569,PIK3R3,0,0,0,0,0,0,0,0
 ,,RP4.533D7.5,0,0,0,0,0,0,0,0
TSPAN1,O60635,TSPAN1,0,0,0,0,0,0,0,0
 ,Q8WZA1,POMGNT1,0,0,0,0,0,0,0,0
 ,Q96LR2,LURAP1,0,0,0,0,0,0,0,0
 ,P46100,RAD54L,0,0,0,0,0,0,0,0
 ,Q15345,LRRC41,0,0,0,0,0,0,0,0
UQCRH,P07919,UQCRH,99999,99999,99999,99999,99999,99999,99999,99999
 ,Q96CB9,NSUN4,0,0,0,0,0,0,0,0
 ,O00519,FAAH,0,0,0,0,0,0,0,0
MKNK1,Q9BUB5,MKNK1,0,0,0,0,0,0,0,0
MOB3C,Q70IA8,MOB3C,0,0,0,0,0,0,0,0
ATPAF1,Q5TC12,ATPAF1,0,0,0,0,0,0,0,0
EFCAB14,O75071,EFCAB14,0,0,0,0,0,0,0,0
 ,,LINC00853,0,0,0,0,0,0,0,0
PDZK1IP1,Q13113,PDZK1IP1,0,0,0,0,0,0,0,0
 ,P17542,TAL1,0,0,0,0,0,0,0,0
STIL,Q15468,STIL,0,0,0,0,0,0,0,0
CMPK1,P30085,CMPK1,0,99999,0,0,0,0,0,0
FOXE3,Q13461,FOXE3,0,0,0,0,0,0,0,0
 ,,FOXD2.AS1,0,0,0,0,0,0,0,0
FOXD2,O60548,FOXD2,0,0,0,0,0,0,0,0
 ,Q2M3M2,SLC5A9,0,0,0,0,0,0,0,0
 ,,RP5.1024N4.4,0,0,0,0,0,0,0,0
SPATA6,Q9NWH7,SPATA6,0,0,0,0,0,0,0,0
AGBL4,Q5VU57,AGBL4,0,0,0,0,0,0,0,0
BEND5,Q7L4P6,BEND5,0,0,0,0,0,0,0,0
ELAVL4,P26378,ELAVL4,0,0,0,0,0,0,0,0
FAF1,Q9UNN5,FAF1,0,0,0,0,0,0,0,0
CDKN2C,P42773,CDKN2C,0,0,0,0,0,0,0,0
 ,,LINC01562,0,0,0,0,0,0,0,0
RNF11,Q9Y3C5,RNF11,0,0,0,0,0,0,0,0
TTC39A,Q5SRH9,TTC39A,0,0,0,0,0,0,0,0
 ,,TTC39A.AS1,0,0,0,0,0,0,0,0
EPS15,P42566,EPS15,0,0,0,0,0,0,0,0
 ,,RP11.253A20.1,0,0,0,0,0,0,0,0
 ,,RP11.191G24.1,0,0,0,0,0,0,0,0
 ,Q96SU4,OSBPL9,0,0,0,0,0,0,0,0
 ,O43847,NRDC,0,0,0,0,0,0,0,0
 ,,RP4.657D16.3,0,0,0,0,0,0,0,0
 ,,RP4.657D16.6,0,0,0,0,0,0,0,0
RAB3B,P20337,RAB3B,0,0,0,0,0,0,0,0
TXNDC12,O95881,TXNDC12,0,99999,0,0,0,0,0,0
KTI12,Q96EK9,KTI12,0,0,0,0,0,0,0,0
 ,,RP11.91A18.4,0,0,0,0,0,0,0,0
BTF3L4,Q96K17,BTF3L4,0,0,0,0,0,0,0,0
ZFYVE9,O95405,ZFYVE9,0,0,0,0,0,0,0,0
 ,Q5T0F9,CC2D1B,0,0,0,0,0,0,0,0
ORC1,Q13415,ORC1,0,0,0,0,0,0,0,0
PRPF38A,Q8NAV1,PRPF38A,0,0,0,0,0,0,0,0
ZCCHC11,,ZCCHC11,0,0,0,0,0,0,0,0
 ,,RP11.25O10.2,0,0,0,0,0,0,0,0
GPX7,Q96SL4,GPX7,0,0,0,0,0,0,0,0
 ,,FAM159A,0,0,0,0,0,0,0,0
 ,Q96BR5,COA7,0,0,0,0,0,0,0,0
 ,Q9C0D3,ZYG11B,0,0,0,0,0,0,0,0
 ,Q6WRX3,ZYG11A,0,0,0,0,0,0,0,0
ECHDC2,Q86YB7,ECHDC2,0,0,0,0,0,0,0,0
SCP2,O14595,SCP2,0,99999,0,0,0,0,0,0
PODN,Q7Z5L7,PODN,0,0,0,0,0,0,0,0
SLC1A7,O00341,SLC1A7,0,0,0,0,0,0,0,0
CPT2,P23786,CPT2,0,0,0,0,0,0,0,0
 ,,RP5.1024G6.2,0,0,0,0,0,0,0,0
C1orf123,,C1orf123,0,0,0,0,0,0,0,0
 ,,RP5.1024G6.7,0,0,0,0,0,0,0,0
 ,P61326,MAGOH,0,99999,0,0,0,0,0,0
 ,,RP5.1024G6.5,0,0,0,0,0,0,0,0
LRP8,Q14114,LRP8,0,0,0,0,0,0,0,0
 ,,RP4.784A16.1,0,0,0,0,0,0,0,0
 ,,RP4.784A16.5,0,0,0,0,0,0,0,0
 ,,RP11.117D22.2,0,0,0,0,0,0,0,0
GLIS1,Q8NBF1,GLIS1,0,0,0,0,0,0,0,0
NDC1,Q9BTX1,NDC1,0,0,0,0,0,0,0,0
YIPF1,Q9Y548,YIPF1,0,0,0,0,0,0,0,0
HSPB11,Q9Y547,HSPB11,0,0,0,0,0,0,0,0
LRRC42,Q9Y546,LRRC42,0,0,0,0,0,0,0,0
TMEM59,Q9BXS4,TMEM59,0,99999,99999,0,0,0,0,0
TCEANC2,Q96MN5,TCEANC2,0,0,0,0,0,0,0,0
CDCP2,Q5VXM1,CDCP2,0,0,0,0,0,0,0,0
 ,,RP11.446E24.4,0,0,0,0,0,0,0,0
 ,Q6IPT4,CYB5RL,0,0,0,0,0,0,0,0
 ,Q9BZE1,MRPL37,0,0,0,0,0,0,0,0
SSBP3,Q9BWW4,SSBP3,0,0,0,0,0,0,0,0
 ,,SSBP3.AS1,0,0,0,0,0,0,0,0
 ,,RP5.997D24.3,0,0,0,0,0,0,0,0
ACOT11,Q8WXI4,ACOT11,0,0,0,0,0,0,0,0
 ,Q68CQ1,MROH7,0,0,0,0,0,0,0,0
TTC4,O95801,TTC4,0,0,0,0,0,0,0,0
PARS2,Q7L3T8,PARS2,0,0,0,0,0,0,0,0
 ,Q5TAA0,TTC22,0,0,0,0,0,0,0,0
LEXM,Q3ZCV2,LEXM,0,0,0,0,0,0,0,0
DHCR24,Q15392,DHCR24,0,0,0,0,0,0,0,0
 ,,RP11.67L3.5,0,0,0,0,0,0,0,0
 ,,RP11.67L3.4,0,0,0,0,0,0,0,0
USP24,Q9UPU5,USP24,0,0,0,0,0,0,0,0
 ,,RP11.90C4.1,0,0,0,0,0,0,0,0
 ,,RP11.504A18.1,0,0,0,0,0,0,0,0
PLPP3,O14495,PLPP3,0,0,0,0,0,0,0,0
DAB1,O75553,DAB1,0,0,0,0,0,0,0,0
OMA1,Q96E52,OMA1,0,0,0,0,0,0,0,0
TACSTD2,P09758,TACSTD2,0,0,0,0,0,0,0,0
 ,Q5VVJ2,MYSM1,0,0,0,0,0,0,0,0
JUN,P05412,JUN,99999,99999,99999,99999,99999,99999,99999,99999
 ,,LINC01135,0,0,0,0,0,0,0,0
 ,,RP11.63G10.3,0,0,0,0,0,0,0,0
 ,,RP4.794H19.1,0,0,0,0,0,0,0,0
 ,,LINC01358,0,0,0,0,0,0,0,0
FGGY,Q96C11,FGGY,0,0,0,0,0,0,0,0
HOOK1,Q9UJC3,HOOK1,0,0,0,0,0,0,0,0
CYP2J2,P51589,CYP2J2,0,0,0,0,0,0,0,0
C1orf87,Q8N0U7,C1orf87,0,0,0,0,0,0,0,0
 ,,RP11.776H12.1,0,0,0,0,0,0,0,0
NFIA,Q12857,NFIA,0,0,0,0,0,0,0,0
TM2D1,Q9BX74,TM2D1,0,0,0,0,0,0,0,0
 ,,RP11.430G17.3,0,0,0,0,0,0,0,0
 ,,INADL,0,0,0,0,0,0,0,0
L1TD1,Q5T7N2,L1TD1,0,0,0,0,0,0,0,0
USP1,O94782,USP1,0,0,0,0,0,0,0,0
 ,Q96N67,DOCK7,0,0,0,0,0,0,0,0
 ,,RP11.230B22.1,0,0,0,0,0,0,0,0
ATG4C,Q96DT6,ATG4C,0,0,0,0,0,0,0,0
 ,,FOXD3.AS1,0,0,0,0,0,0,0,0
 ,Q9Y672,ALG6,0,0,0,0,0,0,0,0
ITGB3BP,Q13352,ITGB3BP,0,0,0,0,0,0,0,0
EFCAB7,A8K855,EFCAB7,0,0,0,0,0,0,0,0
PGM1,P36871,PGM1,0,0,0,0,0,0,0,0
ROR1,Q01973,ROR1,0,0,0,0,0,0,0,0
 ,Q5VU97,CACHD1,0,0,0,0,0,0,0,0
 ,Q9HCJ3,RAVER2,0,0,0,0,0,0,0,0
JAK1,P23458,JAK1,0,99999,99999,0,99999,99999,99999,99999
 ,,RP4.535B20.4,0,0,0,0,0,0,0,0
 ,,RP4.535B20.1,0,0,0,0,0,0,0,0
AK4,P27144,AK4,0,0,0,0,0,0,0,0
DNAJC6,O75061,DNAJC6,0,0,0,0,0,0,0,0
 ,O15243,LEPROT,0,0,0,0,0,0,0,0
LEPR,O15243,LEPR,0,0,0,0,0,0,0,0
 ,Q07343,PDE4B,0,0,0,0,0,0,0,0
SGIP1,Q9BQI5,SGIP1,0,0,0,0,0,0,0,0
 ,,TCTEX1D1,0,0,0,0,0,0,0,0
WDR78,,WDR78,0,0,0,0,0,0,0,0
MIER1,Q8N108,MIER1,0,0,0,0,0,0,0,0
 ,Q9NTN3,SLC35D1,0,0,0,0,0,0,0,0
IL23R,Q5VWK5,IL23R,0,0,0,0,0,0,0,0
IL12RB2,Q99665,IL12RB2,0,0,0,0,0,0,0,0
SERBP1,Q8NC51,SERBP1,0,99999,99999,0,0,0,99999,0
GADD45A,P24522,GADD45A,0,0,0,0,0,0,0,0
GNG12,Q9UBI6,GNG12,0,0,0,0,0,0,0,0
 ,Q5T9L3,WLS,0,0,0,0,0,0,0,0
 ,Q5TB30,DEPDC1,0,0,0,0,0,0,0,0
 ,Q96NW7,LRRC7,0,0,0,0,0,0,0,0
LRRC40,Q9H9A6,LRRC40,0,0,0,0,0,0,0,0
SRSF11,Q05519,SRSF11,0,99999,99999,0,0,0,99999,0
ANKRD13C,Q8N6S4,ANKRD13C,0,0,0,0,0,0,0,0
HHLA3,Q9XRX5,HHLA3,0,0,0,0,0,0,0,0
CTH,P32929,CTH,0,0,0,0,0,0,0,0
 ,,RP11.42O15.3,0,0,0,0,0,0,0,0
PTGER3,P43115,PTGER3,0,0,0,0,0,0,0,0
 ,,ZRANB2.AS1,0,0,0,0,0,0,0,0
ZRANB2,O95218,ZRANB2,0,0,0,0,0,0,0,0
 ,Q7Z3B1,NEGR1,0,0,0,0,0,0,0,0
LRRIQ3,A6PVS8,LRRIQ3,0,0,0,0,0,0,0,0
FPGT,O14772,FPGT,0,0,0,0,0,0,0,0
 ,,FPGT.TNNI3K,0,0,0,0,0,0,0,0
 ,Q5RHP9,ERICH3,0,0,0,0,0,0,0,0
CRYZ,Q08257,CRYZ,0,0,0,0,0,0,0,0
TYW3,Q6IPR3,TYW3,0,0,0,0,0,0,0,0
 ,Q8NCS7,SLC44A5,0,0,0,0,0,0,0,0
ACADM,P11310,ACADM,0,0,0,0,0,0,0,0
RABGGTB,P53611,RABGGTB,0,0,0,0,0,0,0,0
MSH4,O15457,MSH4,0,0,0,0,0,0,0,0
ST6GALNAC3,Q8NDV1,ST6GALNAC3,0,0,0,0,0,0,0,0
 ,Q9BVH7,ST6GALNAC5,0,0,0,0,0,0,0,0
PIGK,Q92643,PIGK,0,0,0,0,0,0,0,0
 ,Q9Y6K8,AK5,0,0,0,0,0,0,0,0
ZZZ3,Q8IYH5,ZZZ3,0,0,0,0,0,0,0,0
USP33,Q8TEY7,USP33,0,0,0,0,0,0,0,0
 ,,FAM73A,0,0,0,0,0,0,0,0
 ,,NEXN.AS1,0,0,0,0,0,0,0,0
 ,Q0ZGT2,NEXN,0,0,0,0,0,0,0,0
FUBP1,Q96AE4,FUBP1,0,0,0,0,0,0,0,0
DNAJB4,Q9UDY4,DNAJB4,0,0,0,0,0,0,0,0
GIPC2,Q8TF65,GIPC2,0,0,0,0,0,0,0,0
 ,,RP11.386I14.4,0,0,0,0,0,0,0,0
PTGFR,P43088,PTGFR,0,0,0,0,0,0,0,0
IFI44L,Q53G44,IFI44L,0,0,0,0,0,0,0,0
